customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
QR45101,Unknow,Unknow,Bachelor,0,0,62,0,Corporate Auto,Unknow,297
EL93539,Unknow,Unknow,Master,0,88997,72,0,Special Auto,Unknow,174
EE99484,Unknow,Unknow,High School or Below,0,43860,65,0,Corporate Auto,Unknow,156
DP46882,Unknow,Unknow,High School or Below,0,10312,78,0,Corporate Auto,Unknow,486
WP41146,Unknow,Unknow,High School or Below,0,0,72,1,Personal Auto,Unknow,345
TK60799,Unknow,Unknow,High School or Below,0,96263,103,0,Personal Auto,Unknow,1
DN29808,Unknow,Unknow,College,0,28919,72,0,Corporate Auto,Unknow,518
SS59521,Unknow,Unknow,College,0,0,68,1,Personal Auto,Unknow,326
NG66579,Unknow,Unknow,Bachelor,0,41869,64,0,Personal Auto,Unknow,262
TC14209,Unknow,Unknow,High School or Below,0,0,128,0,Personal Auto,Unknow,921
ED50963,Unknow,Unknow,High School or Below,0,32808,68,1,Personal Auto,Unknow,541
GP40701,Unknow,Unknow,Bachelor,0,79780,68,0,Personal Auto,Unknow,326
CP98451,Unknow,Unknow,College,0,91025,112,0,Personal Auto,Unknow,327
NX52648,Unknow,Unknow,High School or Below,0,33043,95,0,Personal Auto,Unknow,456
ZC32510,Unknow,Unknow,High School or Below,0,69442,118,3,Personal Auto,Unknow,1265
NG27780,Unknow,Unknow,College,0,0,70,0,Corporate Auto,Unknow,63
HN95240,Unknow,Unknow,College,0,0,70,0,Corporate Auto,Unknow,336
EB59129,Unknow,Unknow,Bachelor,0,47234,65,0,Personal Auto,Unknow,15
RA70851,Unknow,Unknow,High School or Below,0,86863,92,0,Personal Auto,Unknow,441
PM19162,Unknow,Unknow,Bachelor,0,25805,66,2,Personal Auto,Unknow,375
MS59005,Unknow,Unknow,Bachelor,0,43676,76,0,Personal Auto,Unknow,364
SU71163,Unknow,Unknow,College,0,59855,74,4,Personal Auto,Unknow,355
BD35676,Unknow,Unknow,Master,0,35296,126,0,Personal Auto,Unknow,452
NI44621,Unknow,Unknow,Master,0,36576,125,1,Personal Auto,Unknow,113
EW33419,Unknow,Unknow,High School or Below,0,28513,100,1,Corporate Auto,Unknow,480
HX44948,Unknow,Unknow,Bachelor,0,85448,72,0,Special Auto,Unknow,16
DL36983,Unknow,Unknow,High School or Below,0,23791,110,3,Personal Auto,Unknow,615
XR87264,Unknow,Unknow,Bachelor,0,20597,112,0,Personal Auto,Unknow,615
NN99001,Unknow,Unknow,College,0,56940,87,0,Personal Auto,Unknow,512
XV95530,Unknow,Unknow,Bachelor,0,93210,71,0,Personal Auto,Unknow,74
OL97871,Unknow,Unknow,Bachelor,0,48992,94,1,Personal Auto,Unknow,426
HQ23708,Unknow,Unknow,Master,0,53736,71,0,Personal Auto,Unknow,169
WR63188,Unknow,Unknow,College,0,25378,66,1,Personal Auto,Unknow,419
NG82219,Unknow,Unknow,Bachelor,0,76731,64,0,Personal Auto,Unknow,201
KU29408,Unknow,Unknow,Master,0,37722,116,0,Corporate Auto,Luxury,158
RE46783,Unknow,Unknow,Bachelor,0,69379,103,0,Personal Auto,Unknow,494
RU94434,Unknow,Unknow,High School or Below,0,57449,103,0,Personal Auto,Unknow,494
GI82355,Unknow,Unknow,Bachelor,0,0,68,0,Corporate Auto,Unknow,326
VO26340,Unknow,Unknow,College,0,0,93,0,Personal Auto,Unknow,669
NV61299,Unknow,Unknow,Bachelor,0,33806,89,0,Corporate Auto,Unknow,395
DX31066,Unknow,Unknow,College,0,94041,66,0,Personal Auto,Unknow,159
CY50337,Unknow,Unknow,College,0,74965,90,0,Personal Auto,Unknow,58
TJ20375,Unknow,Unknow,High School or Below,0,34095,63,0,Personal Auto,Unknow,302
EP72155,Unknow,Unknow,College,0,0,66,4,Personal Auto,Unknow,316
JJ76159,Unknow,Unknow,College,0,96045,61,0,Corporate Auto,Unknow,8
BG15419,Unknow,Unknow,Bachelor,0,86355,118,0,Personal Auto,Luxury,285
AO74776,Unknow,Unknow,High School or Below,0,27824,118,0,Personal Auto,Unknow,566
HQ82233,Unknow,Unknow,High School or Below,0,42995,101,0,Personal Auto,Unknow,410
OL72737,Unknow,Unknow,High School or Below,0,21235,79,0,Personal Auto,Unknow,244
ZQ59828,Unknow,Unknow,High School or Below,0,74585,106,0,Personal Auto,Unknow,218
NZ15548,Unknow,Unknow,Bachelor,0,41833,103,0,Personal Auto,Unknow,643
XK61304,Unknow,Unknow,College,0,23908,70,0,Personal Auto,Unknow,336
EJ44139,Unknow,Unknow,Bachelor,0,0,65,0,Personal Auto,Unknow,312
CM94425,Unknow,Unknow,Bachelor,0,61953,113,0,Personal Auto,Unknow,497
OV54878,Unknow,Unknow,Bachelor,0,0,142,0,Corporate Auto,Unknow,1022
JF57282,Unknow,Unknow,Bachelor,0,0,137,0,Personal Auto,Unknow,657
MY37953,Unknow,Unknow,Bachelor,0,73760,107,1,Personal Auto,Luxury,230
XP64922,Unknow,Unknow,College,0,23333,74,0,Corporate Auto,Unknow,5
WL65572,Unknow,Unknow,College,0,0,61,0,Personal Auto,Unknow,292
LN50325,Unknow,Unknow,High School or Below,0,20440,128,2,Corporate Auto,Luxury,614
HJ15383,Unknow,Unknow,Master,0,27658,68,0,Personal Auto,Unknow,160
KH59823,Unknow,Unknow,College,0,50943,139,0,Special Auto,Unknow,667
YM79169,Unknow,Unknow,Bachelor,0,19003,71,0,Personal Auto,Unknow,34
DR38127,Unknow,Unknow,College,0,46703,108,0,Personal Auto,Unknow,678
PU42145,Unknow,Unknow,Bachelor,0,14072,71,0,Personal Auto,Unknow,511
KM33477,Unknow,Unknow,College,0,21733,73,0,Corporate Auto,Unknow,525
RI53167,Unknow,Unknow,Bachelor,0,20811,61,0,Personal Auto,Unknow,292
OF77789,Unknow,Unknow,High School or Below,0,11904,61,2,Personal Auto,Unknow,292
YB33445,Unknow,Unknow,College,0,43490,114,4,Corporate Auto,Unknow,174
BA17836,Unknow,Unknow,High School or Below,0,57340,67,0,Corporate Auto,Unknow,159
JS43228,Unknow,Unknow,College,0,49088,97,0,Corporate Auto,Unknow,698
BB11622,Unknow,Unknow,Master,0,47761,131,0,Personal Auto,Unknow,232
HQ70429,Unknow,Unknow,College,0,0,65,0,Personal Auto,Unknow,163
WK88044,Unknow,Unknow,Bachelor,0,61281,110,0,Personal Auto,Unknow,79
LA80525,Unknow,Unknow,Bachelor,0,0,82,1,Corporate Auto,Unknow,393
EH16250,Unknow,Unknow,Bachelor,0,25290,66,0,Personal Auto,Unknow,382
PU41872,Unknow,Unknow,High School or Below,0,24239,88,0,Personal Auto,Unknow,48
HB85743,Unknow,Unknow,Bachelor,0,82664,114,3,Personal Auto,Unknow,133
MM71959,Unknow,Unknow,Bachelor,0,83210,110,0,Personal Auto,Luxury,528
MB83663,Unknow,Unknow,Bachelor,0,38736,81,0,Personal Auto,Unknow,561
KR43119,Unknow,Unknow,College,0,0,66,0,Personal Auto,Unknow,316
KH24214,Unknow,Unknow,College,0,55437,64,1,Personal Auto,Unknow,445
AC40767,Unknow,Unknow,Bachelor,0,68041,6464,0,Personal Auto,Unknow,165
HP55391,Unknow,Unknow,Master,0,0,71,0,Corporate Auto,Unknow,407
EG62398,Unknow,Unknow,High School or Below,0,29066,100,0,Personal Auto,Unknow,844
VS19949,Unknow,Unknow,Bachelor,0,54337,72,0,Personal Auto,Unknow,345
AM92343,Unknow,Unknow,High School or Below,0,67616,96,0,Personal Auto,Unknow,340
GI68556,Unknow,Unknow,Bachelor,0,41082,63,0,Personal Auto,Unknow,106
JT11876,Washington,Unknow,High School or Below,0,0,10202,0,Personal Auto,Unknow,626
XR64251,Unknow,Unknow,Master,0,36650,69,1,Personal Auto,Unknow,56
MK34957,Unknow,Unknow,College,0,50631,112,4,Special Auto,Unknow,784
GP18756,Unknow,Unknow,College,0,19592,92,0,Personal Auto,Unknow,441
AP23850,Washington,Unknow,High School or Below,0,0,114,0,Personal Auto,Unknow,547
KQ65521,Unknow,Unknow,College,0,55761,115,0,Personal Auto,Luxury,86
EJ19449,Unknow,Unknow,College,0,17576,71,0,Special Auto,Unknow,398
QB70027,Unknow,Unknow,Bachelor,0,41449,89,0,Personal Auto,Unknow,63
QW47320,California,Unknow,Bachelor,0,14290,271,0,Personal Auto,Luxury,1300
KH64733,Unknow,Unknow,College,0,62007,73,0,Personal Auto,Unknow,120
ON59472,Unknow,Unknow,High School or Below,0,21921,206,0,Corporate Auto,Luxury,1254
HP94242,Unknow,Unknow,Bachelor,0,42621,66,0,Personal Auto,Unknow,316
RV15398,Unknow,Unknow,College,0,0,87,1,Personal Auto,Unknow,417
EA25683,Washington,Unknow,High School or Below,0,63786,196,0,Corporate Auto,Luxury,798
PW73754,California,Unknow,High School or Below,0,0,104,3,Personal Auto,Luxury,82
MC71942,California,Unknow,High School or Below,0,82877,99,1,Personal Auto,Unknow,22
OX72195,Unknow,Unknow,College,0,0,63,0,Corporate Auto,Unknow,302
YQ99152,Unknow,Unknow,High School or Below,0,10475,88,1,Personal Auto,Unknow,422
KI19439,Unknow,Unknow,High School or Below,0,21952,66,0,Personal Auto,Unknow,316
PM76175,Unknow,Unknow,Bachelor,0,49721,132,0,Corporate Auto,Luxury,639
US45383,California,Unknow,College,0,88340,102,0,Personal Auto,Unknow,489
GT38956,California,Unknow,College,0,0,65,0,Personal Auto,Unknow,312
SN41301,Unknow,Unknow,Bachelor,0,0,65,0,Corporate Auto,Unknow,468
BE62503,Washington,Unknow,College,0,24589,82,0,Personal Auto,Unknow,511
PA16884,California,Unknow,Bachelor,0,69379,103,0,Personal Auto,Unknow,494
NC58480,Unknow,Unknow,Bachelor,0,73769,61,2,Personal Auto,Unknow,239
NS39326,California,Unknow,College,0,66670,114,0,Personal Auto,Unknow,518
PN18507,Unknow,Unknow,Bachelor,0,88854,118,0,Personal Auto,Unknow,715
EK91340,Unknow,Unknow,Bachelor,0,31266,193,0,Corporate Auto,Luxury,926
JY16280,California,Unknow,High School or Below,0,43860,65,0,Personal Auto,Unknow,156
ZW71731,California,Unknow,Bachelor,0,89284,133,2,Corporate Auto,Unknow,402
ZC24631,Unknow,Unknow,College,0,67267,89,0,Corporate Auto,Unknow,94
YR34689,California,Unknow,High School or Below,0,79270,95,3,Personal Auto,Unknow,456
RT65829,Unknow,Unknow,Bachelor,0,36692,109,1,Personal Auto,Unknow,523
BZ12077,Unknow,Unknow,High School or Below,0,0,119,0,Personal Auto,Unknow,571
WM65373,California,Unknow,College,0,0,107,0,Corporate Auto,Unknow,513
NH35059,Unknow,Unknow,College,0,0,105,0,Corporate Auto,Unknow,504
QD38160,Unknow,Unknow,College,0,0,135,0,Personal Auto,Unknow,972
BM15160,California,Unknow,High School or Below,0,44624,71,1,Special Auto,Unknow,73
VY79030,Unknow,Unknow,College,0,0,71,0,Corporate Auto,Unknow,340
EV19512,Unknow,Unknow,Master,0,19614,85,0,Personal Auto,Unknow,574
TE13577,Unknow,Unknow,College,0,0,64,0,Personal Auto,Unknow,632
WY97929,Unknow,Unknow,College,0,83846,74,3,Special Auto,Unknow,355
YG20683,Washington,Unknow,College,0,51159,72,0,Personal Auto,Unknow,4
FK75497,California,Unknow,College,0,83772,62,0,Personal Auto,Unknow,42
NE60110,Unknow,Unknow,College,0,66839,154,0,Personal Auto,Luxury,739
TN36521,Unknow,Unknow,College,0,88440,70,0,Personal Auto,Unknow,27
HG33568,Unknow,Unknow,Master,0,25666,63,2,Personal Auto,Unknow,270
TW17878,Unknow,Unknow,High School or Below,0,52926,61,0,Personal Auto,Unknow,292
ZO83562,Unknow,Unknow,Bachelor,0,0,67,0,Personal Auto,Unknow,494
CH97539,Washington,Unknow,Bachelor,0,40001,70,0,Personal Auto,Unknow,142
CV29889,California,Unknow,College,0,0,70,0,Personal Auto,Unknow,425
MO33320,Unknow,Unknow,College,0,18024,65,0,Personal Auto,Unknow,312
QZ81258,Unknow,Unknow,College,0,0,68,3,Personal Auto,Unknow,326
NY56352,Unknow,Unknow,Bachelor,0,23220,74,0,Personal Auto,Unknow,251
EA27048,California,Unknow,High School or Below,0,64125,108,0,Personal Auto,Unknow,369
UT38865,Unknow,Unknow,College,0,58042,62,0,Corporate Auto,Unknow,161
QC89139,Unknow,Unknow,High School or Below,0,90034,112,0,Corporate Auto,Unknow,537
LA14484,Unknow,Unknow,High School or Below,0,27972,61,0,Special Auto,Unknow,292
HN57556,California,Unknow,High School or Below,0,0,65,0,Personal Auto,Unknow,312
CV31235,Unknow,Unknow,Bachelor,0,50989,80,0,Corporate Auto,Unknow,255
WR45726,Unknow,Unknow,Bachelor,0,11885,101,0,Special Auto,Unknow,484
LB25094,California,Unknow,Bachelor,0,89451,63,0,Special Auto,Unknow,61
KW56110,Unknow,Unknow,Bachelor,0,0,182,0,Personal Auto,Luxury,1310
XO36233,Washington,Unknow,Bachelor,0,78904,109,0,Personal Auto,Unknow,250
ZX86243,Unknow,Unknow,Doctor,0,70247,83,1,Personal Auto,Unknow,141
DW29763,Unknow,Unknow,High School or Below,0,32653,67,0,Personal Auto,Unknow,321
CT83377,Washington,Unknow,High School or Below,0,93595,97,4,Special Auto,Unknow,49
OQ90898,California,Unknow,Master,0,90279,115,0,Personal Auto,Unknow,372
GO77248,Unknow,Unknow,College,0,0,72,0,Personal Auto,Unknow,542
QW33258,California,Unknow,Bachelor,0,53310,189,3,Personal Auto,Luxury,1360
OU79745,California,Unknow,College,0,0,105,0,Personal Auto,Unknow,504
VZ79886,Unknow,Unknow,Bachelor,0,22234,160,0,Personal Auto,Unknow,768
FI92440,Washington,Unknow,High School or Below,0,91375,99,0,Personal Auto,Unknow,72
YG85980,Unknow,Unknow,High School or Below,0,22250,86,0,Personal Auto,Unknow,720
QM74621,Unknow,Unknow,Bachelor,0,0,80,0,Personal Auto,Unknow,576
EI71732,Unknow,Unknow,Doctor,0,0,84,1,Personal Auto,Unknow,481
VN79010,California,Unknow,High School or Below,0,51179,71,0,Corporate Auto,Unknow,466
FI61723,California,Unknow,Bachelor,0,38667,72,0,Personal Auto,Unknow,159
OH55411,California,Unknow,Master,0,79487,114,0,Corporate Auto,Unknow,547
TF10720,Unknow,Unknow,Doctor,0,67763,107,2,Personal Auto,Unknow,41
NW30838,Unknow,Unknow,High School or Below,0,0,62,2,Corporate Auto,Unknow,503
CB58476,Unknow,Unknow,College,0,0,71,0,Corporate Auto,Unknow,859
WI69346,California,Unknow,Master,0,71943,112,0,Corporate Auto,Unknow,305
FS76657,Unknow,Unknow,College,0,53526,68,0,Personal Auto,Unknow,278
YX89016,Unknow,Unknow,College,0,35005,295,0,Personal Auto,Luxury,1416
PK28821,California,Unknow,College,0,24721,67,0,Personal Auto,Unknow,139
MB51200,Washington,Unknow,College,0,0,102,2,Personal Auto,Unknow,734
XG44587,Unknow,Unknow,Master,0,88997,72,0,Personal Auto,Unknow,174
FG91922,Unknow,Unknow,Master,0,48587,111,0,Personal Auto,Unknow,532
OM99303,Unknow,Unknow,High School or Below,0,76310,67,0,Personal Auto,Unknow,321
RV67546,California,Unknow,Bachelor,0,73205,92,0,Personal Auto,Unknow,37
UJ79253,Unknow,Unknow,College,0,51056,78,0,Personal Auto,Unknow,95
PN98247,California,Unknow,College,0,58414,210,2,Personal Auto,Luxury,1008
IB67546,California,Unknow,Bachelor,0,23940,107,0,Personal Auto,Unknow,513
OE19087,California,Unknow,High School or Below,0,0,62,0,Personal Auto,Unknow,446
CM95716,California,Unknow,Bachelor,0,44216,71,0,Personal Auto,Unknow,72
MW62634,California,Unknow,High School or Below,0,27972,61,0,Corporate Auto,Unknow,292
QW67581,Unknow,Unknow,High School or Below,0,0,69,0,Personal Auto,Unknow,331
SN16059,California,Unknow,Master,0,29305,66,0,Personal Auto,Unknow,475
OE51254,California,Unknow,College,0,53882,69,0,Personal Auto,Unknow,331
RM42344,Unknow,Unknow,College,0,91757,69,1,Personal Auto,Unknow,331
GB35238,California,Unknow,Bachelor,0,33906,64,0,Personal Auto,Unknow,401
ML82674,Unknow,Unknow,Bachelor,0,68158,139,1,Personal Auto,Unknow,253
EI85244,California,Unknow,College,0,0,134,3,Personal Auto,Unknow,643
DE28132,Unknow,Unknow,College,0,42165,123,0,Corporate Auto,Unknow,799
TV25678,Washington,Unknow,College,0,0,101,0,Personal Auto,Unknow,727
TY26512,California,Unknow,Doctor,0,30817,88,0,Personal Auto,Unknow,91
OB69153,California,Unknow,Bachelor,0,68074,65,0,Personal Auto,Unknow,27
QZ77637,Unknow,Unknow,College,0,84978,35353,1,Corporate Auto,Unknow,166
XN41715,California,Unknow,Master,0,71135,92,1,Personal Auto,Unknow,270
QR15857,California,Unknow,College,0,0,61,0,Personal Auto,Unknow,292
FL69363,Unknow,Unknow,Master,0,37722,116,0,Personal Auto,Luxury,158
IS30295,Unknow,Unknow,Bachelor,0,0,139,0,Personal Auto,Unknow,667
WA25797,Unknow,M,High School or Below,0,95697,107,0,Personal Auto,Luxury,178
NL59519,California,Unknow,College,0,64642,96,0,Personal Auto,Unknow,404
ZU93025,Unknow,Unknow,College,0,50071,71,0,Personal Auto,Unknow,18
DK94262,Unknow,Unknow,High School or Below,0,46754,106,1,Personal Auto,Unknow,513
UQ30615,California,Unknow,College,0,64801,64,0,Corporate Auto,Unknow,268
OR40060,Unknow,Unknow,Bachelor,0,70410,83,0,Personal Auto,Unknow,131
DK32872,Unknow,Unknow,High School or Below,0,66957,131,1,Personal Auto,Unknow,628
FA46418,Unknow,Unknow,High School or Below,0,24213,78,1,Personal Auto,Unknow,374
ER19995,Unknow,Unknow,College,0,99790,6464,0,Personal Auto,Unknow,178
KI75855,Unknow,Unknow,Master,0,79751,63,0,Personal Auto,Unknow,392
ND41876,Unknow,Unknow,High School or Below,0,86122,182,1,Personal Auto,Luxury,873
PN21042,Unknow,Unknow,Bachelor,0,82297,116,0,Personal Auto,Luxury,0
GJ43254,Unknow,Unknow,College,0,89057,98,0,Corporate Auto,Unknow,187
AL46984,California,Unknow,High School or Below,0,43259,73,0,Personal Auto,Unknow,350
JP58047,Unknow,Unknow,College,0,0,79,0,Personal Auto,Unknow,379
ZE85014,California,Unknow,College,0,25064,62,0,Personal Auto,Unknow,297
KU88219,Unknow,Unknow,Master,0,25816,119,0,Personal Auto,Luxury,571
UU98729,California,Unknow,Bachelor,0,0,73,0,Personal Auto,Unknow,350
WS82822,Unknow,Unknow,College,0,41662,69,0,Corporate Auto,Unknow,217
YB49933,Unknow,Unknow,Bachelor,0,96170,92,0,Personal Auto,Unknow,441
XC16387,Unknow,Unknow,High School or Below,0,46072,64,0,Personal Auto,Unknow,25
XJ96748,Unknow,Unknow,High School or Below,0,37931,99,0,Personal Auto,Unknow,475
TM98684,Unknow,Unknow,High School or Below,0,35127,62,0,Personal Auto,Unknow,297
AY18433,Unknow,Unknow,High School or Below,0,45473,76,0,Special Auto,Unknow,188
DM74502,Unknow,Unknow,College,0,93087,131,3,Corporate Auto,Luxury,628
FT56968,Unknow,Unknow,High School or Below,0,22398,67,2,Personal Auto,Unknow,321
OX36896,California,Unknow,High School or Below,0,92983,87,1,Corporate Auto,Unknow,153
BZ65376,Unknow,Unknow,Bachelor,0,27689,239,2,Personal Auto,Luxury,2893
LN34660,California,Unknow,College,0,69654,118,0,Corporate Auto,Unknow,629
JC29295,California,Unknow,Bachelor,0,80744,111,0,Personal Auto,Unknow,361
KJ87930,California,Unknow,Bachelor,0,0,112,0,Corporate Auto,Unknow,1185
XT36360,Unknow,Unknow,High School or Below,0,0,64,1,Personal Auto,Unknow,460
IX35050,Unknow,Unknow,Bachelor,0,76358,66,0,Special Auto,Unknow,86
UN97379,Unknow,Unknow,Bachelor,0,18608,71,0,Corporate Auto,Unknow,340
MR57294,California,Unknow,High School or Below,0,73168,70,0,Personal Auto,Unknow,425
UG79499,Unknow,Unknow,Bachelor,0,70930,99,0,Personal Auto,Unknow,190
UA50747,Unknow,Unknow,High School or Below,0,62262,72,0,Corporate Auto,Unknow,193
GL20444,Unknow,Unknow,Master,0,91474,113,0,Corporate Auto,Unknow,24
SP58110,California,Unknow,Bachelor,0,61469,63,5,Personal Auto,Unknow,302
XM91635,Unknow,Unknow,High School or Below,0,16618,62,0,Special Auto,Unknow,219
TV82603,California,Unknow,Bachelor,0,48081,188,0,Personal Auto,Luxury,881
BB82067,Unknow,Unknow,Doctor,0,67632,121,0,Personal Auto,Luxury,26
JP94676,Unknow,Unknow,Bachelor,0,34115,119,0,Personal Auto,Unknow,466
VU53417,Unknow,Unknow,High School or Below,0,23051,99,0,Personal Auto,Unknow,475
IW54795,California,Unknow,College,0,23748,99,0,Personal Auto,Unknow,607
RN78170,Unknow,Unknow,College,0,40589,69,0,Corporate Auto,Unknow,331
IX55883,California,Unknow,College,0,50809,83,0,Personal Auto,Unknow,290
XM72420,Unknow,Unknow,High School or Below,0,66676,97,0,Personal Auto,Unknow,558
GC15104,Unknow,Unknow,Bachelor,0,52339,70,3,Corporate Auto,Unknow,336
RX13282,Unknow,Unknow,Bachelor,0,14973,115,0,Personal Auto,Unknow,828
QA85890,Unknow,Unknow,High School or Below,0,0,83,0,Corporate Auto,Unknow,540
IR62668,Unknow,Unknow,Bachelor,0,31546,65,0,Personal Auto,Unknow,100
AL96740,California,Unknow,College,0,67763,73,1,Personal Auto,Unknow,59
SS48498,Unknow,Unknow,College,0,20836,79,0,Corporate Auto,Unknow,193
PE39479,Unknow,Unknow,College,0,88592,76,0,Corporate Auto,Unknow,199
JH62891,Unknow,Unknow,College,0,66943,65,1,Special Auto,Unknow,53
FI20423,Unknow,Unknow,High School or Below,0,81872,115,0,Special Auto,Unknow,256
PM13394,Unknow,Unknow,College,0,22404,70,1,Personal Auto,Unknow,211
YV67971,California,Unknow,High School or Below,0,21342,62,0,Personal Auto,Unknow,74
QD31377,California,Unknow,Bachelor,0,34621,108,1,Corporate Auto,Unknow,621
YG10247,Unknow,Unknow,College,0,62396,64,0,Personal Auto,Unknow,307
FE73696,Unknow,Unknow,High School or Below,0,97212,93,0,Personal Auto,Unknow,360
SW19699,Unknow,Unknow,Bachelor,0,49648,70,0,Personal Auto,Unknow,65
QJ40732,Unknow,Unknow,College,0,97984,61,1,Personal Auto,Unknow,407
HM76207,California,Unknow,College,0,26308,114,0,Corporate Auto,Unknow,547
NT59303,Unknow,Unknow,College,0,63528,256,0,Personal Auto,Luxury,1228
PU41393,Unknow,Unknow,College,0,20225,114,1,Special Auto,Unknow,547
QO86948,Unknow,Unknow,High School or Below,0,0,112,0,Personal Auto,Unknow,806
QN10888,Unknow,Unknow,High School or Below,0,87620,64,0,Personal Auto,Unknow,24
VY19543,California,Unknow,Bachelor,0,0,72,0,Corporate Auto,Unknow,311
XC15133,Unknow,Unknow,Master,0,34990,65,0,Personal Auto,Unknow,42
ST43550,Unknow,Unknow,Bachelor,0,99934,71,0,Special Auto,Unknow,460
FX36546,Unknow,Unknow,Master,0,60804,92,0,Personal Auto,Unknow,213
JX68983,Unknow,Unknow,Bachelor,0,94648,69,0,Personal Auto,Unknow,331
HX78576,California,Unknow,High School or Below,0,24516,71,0,Personal Auto,Unknow,300
ZQ11381,Unknow,Unknow,Bachelor,0,61063,85,0,Personal Auto,Unknow,262
ON39271,California,Unknow,Master,0,0,74,0,Personal Auto,Unknow,263
SB18278,Unknow,Unknow,Bachelor,0,0,64,0,Corporate Auto,Unknow,307
ZT30559,California,Unknow,High School or Below,0,15169,63,0,Personal Auto,Unknow,302
XI41106,Unknow,Unknow,College,0,55390,71,0,Corporate Auto,Unknow,256
ZS88847,Unknow,Unknow,Bachelor,0,27592,62,0,Personal Auto,Unknow,297
RU49126,Unknow,Unknow,College,0,61846,112,0,Personal Auto,Unknow,215
KR62797,Unknow,Unknow,High School or Below,0,83297,113,0,Personal Auto,Unknow,542
ZJ73220,Unknow,Unknow,College,0,0,188,0,Special Auto,Luxury,1353
FY62633,Unknow,Unknow,Bachelor,0,0,90,0,Personal Auto,Unknow,432
CU36986,California,Unknow,High School or Below,0,55897,104,0,Personal Auto,Unknow,499
WZ53904,Unknow,Unknow,Bachelor,0,21297,71,0,Personal Auto,Unknow,45
AA71604,Unknow,Unknow,Master,0,87560,98,1,Personal Auto,Unknow,470
TD10493,Unknow,Unknow,High School or Below,0,0,96,4,Personal Auto,Unknow,691
LY97989,Unknow,Unknow,Bachelor,0,0,85,0,Personal Auto,Unknow,408
VX39856,Unknow,Unknow,Doctor,0,89398,86,0,Personal Auto,Unknow,82
TP51897,California,Unknow,College,0,36843,68,3,Corporate Auto,Unknow,357
QQ89253,Unknow,Unknow,College,0,0,134,0,Personal Auto,Unknow,643
EI91403,California,Unknow,High School or Below,0,34946,65,0,Personal Auto,Unknow,420
QG15435,Unknow,Unknow,College,0,75680,78,0,Personal Auto,Unknow,136
FZ55002,Unknow,Unknow,Doctor,0,0,69,0,Personal Auto,Unknow,331
HX77930,Unknow,Unknow,College,0,49532,79,1,Personal Auto,Unknow,220
UN37063,Unknow,Unknow,Bachelor,0,10269,65,0,Personal Auto,Unknow,170
VB87946,California,Unknow,College,0,49714,63,3,Personal Auto,Unknow,266
AB60627,California,Unknow,High School or Below,0,77517,129,0,Corporate Auto,Unknow,98
TA34903,Unknow,Unknow,High School or Below,0,81082,73,0,Personal Auto,Unknow,281
AQ51368,Unknow,Unknow,Bachelor,0,72540,88,0,Corporate Auto,Unknow,631
NZ26102,Unknow,Unknow,High School or Below,0,0,65,0,Personal Auto,Unknow,468
GB45753,California,Unknow,High School or Below,0,61546,68,0,Corporate Auto,Unknow,29
BV79904,California,Unknow,Master,0,44818,67,1,Personal Auto,Unknow,136
OB49075,Unknow,Unknow,Bachelor,0,17622,65,1,Personal Auto,Unknow,312
DS97676,Unknow,Unknow,College,0,0,72,0,Personal Auto,Unknow,518
JO63462,California,Unknow,Bachelor,0,79797,84,0,Corporate Auto,Unknow,31
NJ10602,Unknow,Unknow,College,0,92717,70,0,Personal Auto,Unknow,224
RS24501,Unknow,Unknow,College,0,28919,173,0,Personal Auto,Unknow,830
VT78274,Unknow,Unknow,College,0,0,68,0,Personal Auto,Unknow,480
SU56153,Unknow,Unknow,Bachelor,0,63568,65,0,Corporate Auto,Unknow,390
MN20737,Unknow,Unknow,College,0,73935,64,1,Corporate Auto,Unknow,72
KL43114,Unknow,Unknow,High School or Below,0,0,66,0,Corporate Auto,Unknow,316
YQ15567,Unknow,Unknow,Bachelor,0,18846,115,0,Personal Auto,Unknow,552
TR88637,Unknow,Unknow,High School or Below,0,38893,103,0,Personal Auto,Unknow,41
TC88986,Unknow,Unknow,High School or Below,0,0,153,0,Special Auto,Unknow,1027
XX88577,California,Unknow,Bachelor,0,84824,196,0,Corporate Auto,Unknow,319
NE49052,California,Unknow,High School or Below,0,20068,86,0,Corporate Auto,Unknow,411
KX17826,Unknow,Unknow,Doctor,0,0,125,0,Corporate Auto,Unknow,600
CC91503,Unknow,Unknow,High School or Below,0,0,135,0,Personal Auto,Luxury,648
WH32183,California,Unknow,Bachelor,0,97245,70,0,Personal Auto,Unknow,4
ES90681,California,Unknow,College,0,51808,61,1,Personal Auto,Unknow,351
DW96592,California,Unknow,Bachelor,0,71391,67,0,Personal Auto,Unknow,284
MT23134,Unknow,Unknow,High School or Below,0,0,73,0,Personal Auto,Unknow,496
BM69081,Unknow,Unknow,Bachelor,0,0,100,0,Personal Auto,Unknow,925
MB90871,Unknow,Unknow,College,0,23496,77,0,Special Auto,Unknow,13
GT62080,Unknow,Unknow,High School or Below,0,55561,63,0,Personal Auto,Unknow,227
QL77686,Unknow,Unknow,College,0,23986,119,0,Corporate Auto,Unknow,463
ON77827,Unknow,Unknow,Master,0,22974,71,0,Personal Auto,Unknow,180
